GPS time	ZED timestamp	Temp (C)	Sys_cal	accel_cal	gyro_cal	mag_cal	w_quat	x_quat	y_quat	z_quat	x_eulery_euler	z_euler
2017-06-30T15:36:55.909Z	194107425497	29	0	0	3	3	-0.201477	0.0409546	0.0275269	-0.978271	203.25	-3.9375	4
2017-06-30T15:36:55.966Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.019Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.075Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.131Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.188Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.243Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.306Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.361Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.422Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.480Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.538Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.593Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.649Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.709Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.771Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.826Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.881Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.933Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:56.990Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.044Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.103Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.161Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.213Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.270Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.323Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.379Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.433Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.490Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.544Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.596Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
2017-06-30T15:36:57.652Z	194107425497	29	0	0	3	3	-0.201477	0.0410156	0.027771	-0.97821	203.25	-3.9375	4.0625
