lat	lon
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.82802	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828018	-83.45118
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828015	-83.45117
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828012	-83.451158
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828007	-83.451148
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.828002	-83.451137
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827997	-83.451125
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827995	-83.451115
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.827993	-83.451105
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.82799	-83.451093
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451082
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451075
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827988	-83.451073
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
33.827985	-83.451077
