1	4832042654089
2	4839906788617
3	4840016462992
4	4840074400700
5	4840145255856
6	4840208703513
7	4840273149086
8	4840321771169
9	4840401710804
10	4840461525804
11	4840504788929
12	4840550751013
13	4840605392523
14	4840647464815
15	4840696188565
16	4840771657575
17	4840832159242
18	4840869686742
19	4840914392783
20	4840971298929
21	4841038225439
22	4841104723564
23	4841171354242
24	4841238088877
25	4841304727419
26	4841371430491
27	4841438051064
28	4841504618721
29	4841571332783
30	4841637964450
31	4841704704606
32	4841771232002
33	4841837947158
34	4841904683564
35	4841971438043
36	4842037968668
37	4842104736897
38	4842171316272
39	4842237861377
40	4842304486481
41	4842371314449
42	4842438045126
43	4842504507158
44	4842571240387
45	4842637947522
46	4842704590022
47	4842771260022
48	4842837846897
49	4842904474605
50	4842971264762
51	4843037947887
52	4843104489814
53	4843171188199
54	4843237913199
55	4843304530907
56	4843371180543
57	4843437932470
58	4843504616324
59	4843571277782
60	4843637833043
61	4843704612782
62	4843771390907
63	4843837823772
64	4843904498511
65	4843971111949
66	4844037733615
67	4844104653459
68	4844171154917
69	4844237745490
70	4844304435178
71	4844371125074
72	4844437899397
73	4844504411063
74	4844571178876
75	4844637750959
76	4844704402574
77	4844770977053
78	4844837752938
79	4844904421376
80	4844971117053
81	4845037749136
82	4845104391011
83	4845171013355
84	4845237755646
85	4845304409396
86	4845371153875
87	4845437606636
88	4845504391636
89	4845571100854
90	4845637718406
91	4845704349292
92	4845771096427
93	4845837614917
94	4845904446636
95	4845971100750
96	4846037627729
97	4846104346323
98	4846171132156
99	4846237707260
100	4846304278250
101	4846371705750
102	4846437706635
103	4846504345958
104	4846570995437
105	4846637602364
106	4846704280594
107	4846770983146
108	4846837699656
109	4846904301739
110	4846970982260
111	4847037634864
112	4847104306427
113	4847170856843
114	4847237681427
115	4847304253823
116	4847370911843
117	4847437462937
118	4847504326114
119	4847571044447
120	4847637474447
121	4847704304031
122	4847770971843
123	4847837549760
124	4847904289187
125	4847970917156
126	4848037556218
127	4848104218093
128	4848170924135
129	4848237528249
130	4848304133822
131	4848371034551
132	4848437529655
133	4848504220020
134	4848570918301
135	4848637525905
136	4848704177832
137	4848770925801
138	4848837520332
139	4848904209864
140	4848971054603
141	4849037566843
142	4849104168249
143	4849170744707
144	4849237394916
145	4849304156113
146	4849370818978
147	4849437457832
148	4849504126426
149	4849570726217
150	4849637451686
151	4849704141217
152	4849770779811
153	4849837363457
154	4849904092415
155	4849970801946
156	4850037372467
157	4850103982519
158	4850170804967
159	4850237369863
160	4850303976165
161	4850370809394
162	4850437370228
163	4850504065696
164	4850570620280
165	4850637457207
166	4850704032884
167	4850770735227
168	4850837498509
169	4850904018352
170	4850970689342
171	4851037446269
172	4851104123821
173	4851170730331
174	4851237287936
175	4851304046581
176	4851370657675
177	4851437330227
178	4851504026685
179	4851570809810
180	4851637625279
181	4851704024706
182	4851770646946
183	4851837277258
184	4851903859862
185	4851970693821
186	4852037271477
187	4852103859706
188	4852170791269
189	4852237247987
190	4852304114654
191	4852370744393
192	4852437250123
193	4852503957258
194	4852570529550
195	4852637351789
196	4852703890227
197	4852770604133
198	4852837251945
199	4852903876685
200	4852970469185
201	4853037216789
202	4853103907674
203	4853170526581
204	4853237183299
205	4853303902935
206	4853370589862
207	4853437150799
